LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID11232,11232,46,5.0,186.95454545454547,81.01515151515152,0.0,195.0,195,1.3231418571003069,1,,182.33333333333334,171.0,130.0,255.0,1094.0,57.24217559340898,0.4791779340183883,2.0637463916891297,0.04545454545453272,-0.015151515151516182,1.5811388300841902,1.5811388300841893,-1.456614060794593,1.0000000000000007,5.5,9.122417494872465,0.8305249144042437,1.0,3.8898118896035254
ID11259,11259,46,3.0,188.16666666666666,63.611111111111114,0.0,196.0,196,0.9772050238058398,1,,143.33333333333334,131.0,124.0,175.0,430.0,27.64657905299195,0.46341463414634143,3.2835085166876623,-40.07060546312596,-34.410956150303875,54.42086434618738,3.4465968596532215,0.7072973826335405,15.789738853201102,3.0,7.708203932499369,0.634489919497228,1.0,4.450333615397043
ID10062,10062,47,1.0,65.16666666666667,114.83333333333333,0.0,141.0,141,0.5641895835477563,1,,141.0,141.0,141.0,141.0,141.0,NaN,0.41,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10351,10351,47,3.0,80.72222222222221,120.3888888888889,0.0,142.0,142,0.9772050238058398,1,,119.33333333333333,117.0,116.0,125.0,358.0,4.932882862316247,0.1962332928311057,7.936842662655779,-0.7222222222222124,-2.888888888888893,4.618205515714206,1.0826716097814746,1.3112232696716353,4.265564437074636,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10120,10120,47,9.0,70.20588235294117,124.71568627450979,0.0,143.0,143,1.6448811606198852,1,,207.22222222222223,239.0,116.0,255.0,1865.0,59.29329173223936,0.683834694463824,2.838653857728309,0.021390374331551363,0.2388591800356627,2.780406945399275,1.4787469661427202,0.23182380450040185,1.8802452407742936,8.5,12.358485472372255,0.6993559706384681,1.0,4.238925546032183
ID9961,9961,47,10.0,69.5,123.76666666666668,0.0,144.0,144,1.7841241161527712,1,,208.2,248.0,100.0,255.0,2082.0,59.22236814657861,0.6543504171632896,2.7810438041308725,-7.314236392868126E-18,-0.0030593444301698666,2.42302866194695,1.6687995768276915,1.5707963267948966,1.4519590582309543,10.0,12.47213595499958,0.807845279095855,1.0,3.9440356905077985
ID9942,9942,47,8.0,69.5,123.91666666666667,0.0,145.0,145,1.5957691216057308,1,,195.375,251.0,86.0,255.0,1563.0,74.94176310404538,0.5185077236957156,1.7803824526353809,1.6564253398265497E-17,-0.007575757575762261,2.1541010921383217,1.590909090909091,1.5707963267948966,1.3540064007726593,8.0,10.94427190999916,0.8393171590298669,1.0,3.8693844413549265
ID9982,9982,47,11.0,73.32539682539682,125.72222222222221,0.0,146.0,146,1.828183197857863,1,,188.1818181818182,180.0,92.0,255.0,2070.0,64.72529363675098,0.7790892552749566,2.546379355806732,-0.029741577486075928,0.039957244896076355,2.709954568904052,1.5138510487708547,-0.06293360510536081,1.7901064778495566,10.5,13.886349517372675,0.6842628764696534,0.9130434782608695,4.285420498550164
ID10092,10092,47,5.0,75.23333333333333,128.56666666666666,0.0,147.0,147,1.2615662610100802,1,,252.6,255.0,247.0,255.0,1263.0,3.5777087639996634,0.6123404255319149,53.628363660369956,-0.2868919270833342,-0.06666666666666284,NaN,-0.8418312607990052,0.0,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID10129,10129,47,7.0,72.16666666666667,131.33333333333334,0.0,148.0,148,1.381976597885342,1,,224.2,241.0,161.0,255.0,1121.0,37.37913856685303,0.5008128526345988,4.00299678284343,3.242605867974206,-1.279511955577924,5.393769080501453,2.149695101172028,2.8627932402400242,2.509085626869008,6.0,10.89292222699217,0.635436721234594,1.0,4.447016877325369
ID10184,10184,47,11.0,69.10606060606061,131.62121212121212,0.0,149.0,149,1.8712051592547776,1,,195.9090909090909,190.0,114.0,255.0,2155.0,56.685896915290215,0.7549551442869715,2.9734777320591075,0.18416308291396646,-0.00590118031340086,2.4808262427498677,1.9049583843339708,-1.1668639613912495,1.3022994429441235,11.0,13.23606797749979,0.7890137493946485,1.0,3.990824652818642
ID10121,10121,47,7.0,73.73809523809523,133.45238095238093,0.0,150.0,150,1.4927053303604616,1,,230.0,254.0,115.0,255.0,1610.0,51.33549778986597,0.6431122845162293,3.5071926057452503,-0.1006560518944306,0.047619047619065144,5.9219969198285975E7,1.0500064993784692,0.0,5.639962155790471E7,7.0,11.23606797749979,0.6967535466412216,1.0,4.246834511811562
ID10968,10968,47,10.0,67.9,137.76666666666668,0.0,151.0,151,1.7841241161527712,1,,179.7,206.0,64.0,255.0,1797.0,68.283803187709,0.6385306760453302,2.051103428907325,-0.012856557505193236,0.006073249257049233,2.629136263082225,1.5470813591179975,2.8260180580755927,1.6994169360175826,10.0,12.94427190999916,0.7499885092902041,1.0,4.093338188813542
ID10142,10142,47,7.0,55.56666666666667,144.23333333333332,0.0,152.0,152,1.5450968080927583,1,,155.375,135.0,110.0,248.0,1243.0,50.43223883872016,0.482688263176068,2.00594849670921,0.005180767528497703,-0.022345389603764185,2.247909281916608,1.408811767973847,2.48158290957778,1.5956065480270307,7.5,11.122417494872465,0.7618557359548787,1.0,4.061332637287833
ID10534,10534,47,5.0,77.23333333333333,136.56666666666666,0.0,156.0,156,1.2615662610100802,1,,205.4,227.0,152.0,251.0,1027.0,42.524110807869924,0.6046875,3.6402877581475783,-0.2868919270833342,-0.06666666666666284,NaN,-0.8418312607990052,0.0,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID10436,10436,47,5.0,71.23333333333333,137.56666666666666,0.0,157.0,157,1.2615662610100802,1,,203.8,205.0,175.0,228.0,1019.0,19.791412279066897,0.48398058252427184,6.716717910724092,-0.2868919270833342,-0.06666666666666284,NaN,-0.8418312607990052,0.0,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID10070,10070,47,9.0,79.59803921568628,131.91176470588235,0.0,158.0,158,1.6448811606198852,1,,153.0,163.0,91.0,184.0,1377.0,30.87879531328902,0.603385731559855,3.7292208127137805,0.08560577690331786,0.220337015086183,2.057623066677792,1.7953786224333765,2.4249519045811794,1.1460663733920264,8.5,13.886349517372675,0.5539270904754338,0.8095238095238095,4.762978590047548
ID10393,10393,47,7.0,70.18888888888888,145.61111111111111,0.0,159.0,159,1.5450968080927583,1,,193.75,231.0,73.0,255.0,1550.0,64.7759876144592,0.5780287972075436,2.1912514408162025,-0.06529548911015302,0.004515755969521432,2.318125920157918,1.3683698246148202,2.1039850727607727,1.694078514783416,7.500000000000001,11.122417494872465,0.7618557359548788,1.0000000000000002,4.061332637287833
ID10344,10344,48,1.0,184.16666666666666,108.83333333333333,0.0,142.0,142,0.5641895835477563,1,,123.0,123.0,123.0,123.0,123.0,NaN,0.10977443609022554,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10080,10080,48,1.0,186.16666666666666,86.83333333333333,0.0,143.0,143,0.5641895835477563,1,,138.0,138.0,138.0,138.0,138.0,NaN,0.2602739726027397,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID9946,9946,48,10.0,172.5,64.0,0.0,144.0,144,1.7841241161527712,1,,150.5,161.0,74.0,192.0,1505.0,36.57336614410972,0.6064757160647571,3.106996848077502,7.200753358348376E-17,7.528060329182393E-17,2.798464919709515,1.4382607876025884,0.3373704711117762,1.945728440788702,10.0,12.47213595499958,0.807845279095855,1.0,3.9440356905077985
ID9931,9931,48,15.0,195.36666666666667,79.34444444444445,0.0,145.0,145,2.1850968611841584,1,,185.66666666666666,186.0,108.0,255.0,2785.0,51.31647837080163,0.525888046753721,2.49389244626333,0.025750084348826394,0.07023420306333346,3.2262572181515963,1.7990451517727646,2.841075564804168,1.7933164239777242,15.0,17.70820393249937,0.6011074263907659,0.8333333333333334,4.57223859478765
ID9972,9972,48,12.0,192.65873015873018,80.10317460317461,0.0,146.0,146,1.828183197857863,1,,202.63636363636363,221.0,128.0,255.0,2229.0,50.37116779919387,0.5362130825208278,2.808350475654293,0.3990801552353879,0.2433451827091867,2.40110128288122,1.9379474100721616,0.26400259062606946,1.2389919718161042,10.5,14.358485472372255,0.6400028336964657,0.84,4.431124817538137
ID10085,10085,48,2.0,173.5,103.0,0.0,147.0,147,0.7978845608028654,1,,119.0,129.0,109.0,129.0,238.0,14.142135623730951,0.0744920993227991,1.1667261889578033,3.122502256758252E-16,4.6837533851373804E-17,2.065324293440291,0.4841854633561012,0.2595730571232616,4.265564437074639,2.0,8.47213595499958,0.3501499162904671,1.0,5.990704784914569
ID10125,10125,48,5.0,175.16666666666669,102.23333333333333,0.0,148.0,148,1.2615662610100802,1,,130.6,134.0,110.0,149.0,653.0,19.346834366376324,0.4051009429782925,3.8924136593539265,0.1134937201139443,-0.39399779285308734,2.7453253739696777,1.005348750740398,-1.4086927981513637,2.730719436362614,5.0,11.23606797749979,0.4976811047437297,0.8333333333333334,5.024922359499621
ID10167,10167,48,1.0,179.16666666666666,101.83333333333333,0.0,149.0,149,0.5641895835477563,1,,124.0,124.0,124.0,124.0,124.0,NaN,0.24,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10101,10101,48,8.0,190.5,78.5,0.0,150.0,150,1.5957691216057308,1,,194.25,225.0,119.0,250.0,1554.0,54.1894823743501,0.5055708057484256,2.407447490125577,-2.1535443525979754E13,-5.977286312014458E-4,2.330608641514927E15,-0.0,0.0,-Infinity,8.0,12.0,0.6981317007977318,1.0,4.242640687119285
ID10960,10960,48,3.0,174.2777777777778,107.3888888888889,0.0,151.0,151,0.9772050238058398,1,,152.33333333333334,151.0,119.0,187.0,457.0,34.019602192461534,0.2576932699524644,1.8349492175447937,0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,-1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10137,10137,48,1.0,175.16666666666666,102.83333333333333,0.0,152.0,152,0.5641895835477563,1,,117.0,117.0,117.0,117.0,117.0,NaN,0.2603231597845601,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10265,10265,48,8.0,178.0,98.5,0.0,153.0,153,1.5957691216057308,1,,154.75,153.0,108.0,240.0,1238.0,40.19861404860336,0.2730077120822622,1.6511763296054756,0.10714285714285701,1.0375298503937472E-16,6.710886400000003E7,0.8408964152537152,3.141592653589793,7.980633854854995E7,8.0,12.47213595499958,0.646276223276684,1.0,4.40956595483038
ID10198,10198,48,1.0,186.16666666666666,83.83333333333333,0.0,154.0,154,0.5641895835477563,1,,107.0,107.0,107.0,107.0,107.0,NaN,0.022292993630573275,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10331,10331,48,3.0,171.7222222222222,103.3888888888889,0.0,155.0,155,0.9772050238058398,1,,121.0,113.0,106.0,144.0,363.0,20.223748416156685,0.31327084361124813,2.854429927597131,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10518,10518,48,2.0,170.83333333333334,102.5,0.0,156.0,156,0.7978845608028654,1,,114.0,119.0,109.0,119.0,228.0,7.0710678118654755,0.14,3.959797974644666,NaN,NaN,NaN,NaN,0.0,NaN,2.0,6.47213595499958,0.5999908074321633,1.0,4.576491222541474
ID10427,10427,48,19.0,171.4655172413793,105.13218390804599,0.0,157.0,157,2.1483699284957805,1,,131.92857142857142,134.0,62.0,183.0,1847.0,32.72840282764118,0.309712340747394,1.9064553325083557,0.054400879330324836,-0.11596956992536381,2.868416063312627,1.9020578688657217,1.7031013477749268,1.5080593026452902,14.5,19.073950245236315,0.5008371959525277,0.8529411764705882,5.009064734491622
ID10052,10052,48,5.0,142.76666666666668,77.56666666666666,0.0,158.0,158,1.2615662610100802,1,,138.6,149.0,106.0,181.0,693.0,31.6749112074525,0.5377218934911243,3.0602558819652437,-0.1141446490525885,-0.35489725113423726,-0.842300784273709,NaN,-0.1404722279002671,NaN,5.0,9.23606797749979,0.7365557547446142,1.0,4.1304951684997055
ID10379,10379,48,4.0,171.5,104.5,0.0,159.0,159,1.1283791670955126,1,,127.5,134.0,117.0,139.0,510.0,10.661457061146317,0.275,5.15876954571596,0.0,1.9577181618906308E-16,1.6180339887498951,1.2720196495140692,1.5707963267948966,1.272019649514069,4.0,8.0,0.7853981633974483,1.0,4.0
ID10338,10338,48,9.0,173.3148148148148,107.9074074074074,0.0,160.0,160,1.692568750643269,1,,155.66666666666666,165.0,107.0,211.0,1401.0,34.5,0.2950238792173779,2.0558239398819103,0.09922457566606817,0.041213587406681004,2.673972278034849,1.440883021786697,0.308504354461846,1.8557872065971874,9.0,11.70820393249937,0.8250339438057361,1.0,3.9027346441664563
ID10569,10569,48,4.0,172.5,108.0,0.0,161.0,161,1.1283791670955126,1,,149.75,162.0,129.0,167.0,599.0,17.839562774911272,0.23845623707787736,3.2325156952706475,2.896233977283016E-16,-2.4376635975465384E-16,2.065917563760425,1.0343340556062017,0.6531539721228321,1.9973407552066276,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID10158,10158,48,10.0,171.9,107.83333333333333,0.0,162.0,162,1.7841241161527712,1,,126.81818181818181,123.0,54.0,175.0,1395.0,32.117964386984994,0.30888051013848106,1.8636056175301599,-0.024323692395562292,0.1693587264188522,2.470474328118164,1.6050389528434716,0.0275232638368181,1.5391989856330248,10.0,13.77269903474535,0.6624784408466469,0.8695652173913043,4.3553098477797825
ID10654,10654,48,1.0,172.16666666666666,104.83333333333333,0.0,164.0,164,0.5641895835477563,1,,111.0,111.0,111.0,111.0,111.0,NaN,0.019908116385911157,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10235,10235,48,13.0,179.268115942029,71.80434782608695,0.0,165.0,165,1.913259964331453,1,,183.9090909090909,203.0,107.0,255.0,2023.0,57.585509540950575,0.5762074162164379,2.334992319420548,-0.0518529295500933,-0.05812999495918924,2.182573056253185,2.0251408464620826,2.0332805910144613,1.0777388940952606,11.5,13.122417494872465,0.8392280722084283,1.0,3.869589809850482
ID10275,10275,48,10.0,179.46825396825398,72.03968253968253,0.0,166.0,166,1.828183197857863,1,,170.0909090909091,156.0,109.0,255.0,1871.0,57.20394137724174,0.5190211087914637,2.0319188404736246,0.13970412449871708,0.08166553937719148,3.0393584034350654,1.3825562909520617,1.0972406993990815,2.1983614145230135,10.5,14.358485472372255,0.6400028336964657,0.9130434782608695,4.431124817538137
ID10298,10298,48,3.0,174.7222222222222,68.38888888888889,0.0,167.0,167,0.9772050238058398,1,,121.33333333333333,121.0,111.0,132.0,364.0,10.503967504392488,0.35042158516020233,5.994848798167422,-0.7222222222221985,-2.8888888888888795,4.618205515714207,1.0826716097814757,1.311223269671635,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10547,10547,48,3.0,175.7222222222222,93.3888888888889,0.0,168.0,168,0.9772050238058398,1,,115.33333333333333,115.0,113.0,118.0,346.0,2.5166114784235836,0.3527634618802204,23.901788443401013,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10715,10715,48,1.0,183.16666666666666,95.83333333333333,0.0,169.0,169,0.5641895835477563,1,,141.0,141.0,141.0,141.0,141.0,NaN,0.18321678321678325,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10626,10626,48,3.0,196.7222222222222,109.3888888888889,0.0,170.0,170,0.9772050238058398,1,,142.66666666666666,121.0,118.0,189.0,428.0,40.15387071420803,0.3445666143081536,1.8210252416671482,-0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10454,10454,48,3.0,195.2777777777778,117.3888888888889,0.0,171.0,171,0.9772050238058398,1,,134.0,138.0,106.0,158.0,402.0,26.229754097208,0.45078740157480324,3.1747429641969522,0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,-1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10460,10460,48,3.0,197.2777777777778,107.3888888888889,0.0,172.0,172,0.9772050238058398,1,,114.0,108.0,107.0,127.0,342.0,11.269427669584644,0.08430609597924776,1.5730410848740206,0.7222222222221986,-2.8888888888888946,4.618205515714206,1.0826716097814757,-1.3112232696716353,4.265564437074632,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
ID10693,10693,48,1.0,218.16666666666666,119.83333333333333,0.0,173.0,173,0.5641895835477563,1,,118.0,118.0,118.0,118.0,118.0,NaN,-0.05725699067909457,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10979,10979,48,4.0,201.5,127.0,0.0,174.0,174,1.1283791670955126,1,,119.5,129.0,109.0,131.0,478.0,12.151817422372122,0.1959966638865722,3.223111844534367,2.896233977283016E-16,-2.4376635975465384E-16,2.065917563760425,1.0343340556062017,0.6531539721228321,1.9973407552066276,4.0,8.47213595499958,0.7002998325809342,1.0,4.23606797749979
ID10794,10794,48,3.0,202.05555555555554,129.94444444444443,0.0,175.0,175,0.9772050238058398,1,,129.33333333333334,135.0,118.0,135.0,388.0,9.814954576223638,0.2396166134185304,5.094267081084935,-0.05555555555554293,-0.8863369175627088,1.0958831601188757E8,-0.0,1.5707963267948966,-Infinity,3.0,9.23606797749979,0.44193345284676855,1.0,5.332446333063186
ID10491,10491,48,12.0,201.21428571428572,131.0873015873016,0.0,176.0,176,1.828183197857863,1,,141.2,155.0,94.0,171.0,1412.0,25.06790777069359,0.3224389613744994,2.7467458809741734,-0.2995545381006758,0.07457745504441807,2.4457337326224797,2.014876798077696,-0.8822453033346476,1.2138378559700747,10.5,16.358485472372255,0.49307499365094176,0.84,5.048338217386505
ID10842,10842,48,1.0,198.16666666666666,128.83333333333334,0.0,177.0,177,0.5641895835477563,1,,126.0,126.0,126.0,126.0,126.0,NaN,0.1757387247278383,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11020,11020,48,1.0,199.16666666666666,133.83333333333334,0.0,179.0,179,0.5641895835477563,1,,113.0,113.0,113.0,113.0,113.0,NaN,0.043076923076923054,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10893,10893,48,1.0,203.16666666666666,127.83333333333333,0.0,180.0,180,0.5641895835477563,1,,107.0,107.0,107.0,107.0,107.0,NaN,0.06467661691542288,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10598,10598,48,1.0,199.16666666666666,133.83333333333334,0.0,181.0,181,0.5641895835477563,1,,119.0,119.0,119.0,119.0,119.0,NaN,0.13875598086124402,NaN,NaN,Infinity,-Infinity,NaN,1.5707963267948966,NaN,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID11070,11070,48,1.0,222.16666666666666,118.83333333333333,0.0,182.0,182,0.5641895835477563,1,,126.0,126.0,126.0,126.0,126.0,NaN,0.2413793103448276,NaN,0.6093742383786946,-0.570229200769534,1.8500048694887372,0.713019489902995,2.2506380259973824,2.5946063125713814,1.0,5.23606797749979,0.45835219100318675,1.0,5.23606797749979
ID10678,10678,48,3.0,200.7222222222222,132.38888888888889,0.0,183.0,183,0.9772050238058398,1,,133.33333333333334,126.0,118.0,156.0,400.0,20.033305601755625,0.31088931923134216,3.1568641491138627,-0.7222222222221985,-2.8888888888888795,4.618205515714207,1.0826716097814757,1.311223269671635,4.265564437074633,3.0,7.23606797749979,0.7199889689185959,1.0,4.1777457946839345
